rank,status,prefix,markets,sides,qualified,live_skipped,n,median_ypd,median_spd,median_share_pct,median_touch,median_est_day,best,last_ts
69,ranked,spr/icehockey/tec,405,810,765,0,80,0.0024,0.002,0.007,3774.0,0.0001,"[{'market': 'tec-nhl-champ-2027-06-18-w-nas', 'side': 'SELL', 'ypd': 0.3336, 'share_pct': 5.764, 'touch': 0.6, 'px': 0.27, 'est_day': 0.0901, 'ts': 1788954113.4}, {'market': 'tec-nhl-eastconf-2027-05-19-w-pit', 'side': 'SELL', 'ypd': 0.0722, 'share_pct': 0.139, 'touch': 433.5, 'px': 0.03, 'est_day': 0.0022, 'ts': 1788997717.1}, {'market': 'tec-nhl-westconf-2027-05-19-w-wpg', 'side': 'SELL', 'ypd': 0.0597, 'share_pct': 0.076, 'touch': 1244.0, 'px': 0.02, 'est_day': 0.0012, 'ts': 1788516973.1}, {'market': 'tec-nhl-westconf-2027-05-19-w-stl', 'side': 'SELL', 'ypd': 0.0363, 'share_pct': 0.14, 'touch': 0.0, 'px': 0.06, 'est_day': 0.0022, 'ts': 1788777598.2}, {'market': 'tec-nhl-westconf-2027-05-19-w-sea', 'side': 'SELL', 'ypd': 0.032, 'share_pct': 0.061, 'touch': 831.2, 'px': 0.03, 'est_day': 0.001, 'ts': 1788495794.4}]",1789002320.2
70,ranked,spr/football/aachc,159,318,305,259,80,0.0023,0.051,0.217,437.0,0.0001,"[{'market': 'aachc-nfl-2027-01-10-10rushtds-dswi', 'side': 'SELL', 'ypd': 1.1769, 'share_pct': 30.301, 'touch': 2.3, 'px': 0.02, 'est_day': 0.0235, 'ts': 1788420525.7}, {'market': 'aachc-nfl-highqbr-2027-01-10-jargof', 'side': 'SELL', 'ypd': 0.6302, 'share_pct': 24.752, 'touch': 3.0, 'px': 0.02, 'est_day': 0.0126, 'ts': 1788546796.4}, {'market': 'aachc-nfl-mostsacksteam-2027-01-10-lac', 'side': 'SELL', 'ypd': 0.4277, 'share_pct': 18.868, 'touch': 4.3, 'px': 0.02, 'est_day': 0.0086, 'ts': 1788720103.4}, {'market': 'aachc-nfl-2027-01-10-10rushtds-deach', 'side': 'SELL', 'ypd': 0.4185, 'share_pct': 10.776, 'touch': 8.3, 'px': 0.02, 'est_day': 0.0084, 'ts': 1788430667.0}, {'market': 'aachc-nfl-mostrecyds-2027-01-10-chrola', 'side': 'SELL', 'ypd': 0.4137, 'share_pct': 16.25, 'touch': 5.2, 'px': 0.02, 'est_day': 0.0083, 'ts': 1788548668.0}]",1788975049.7
71,ranked,spr/football/ftsc,400,800,754,0,80,0.0021,0.032,0.226,21.0,0.0001,"[{'market': 'ftsc-nfl-rbmostfp-w1-2026-09-14-jacomer', 'side': 'SELL', 'ypd': 2.5181, 'share_pct': 76.753, 'touch': 0.3, 'px': 0.02, 'est_day': 0.0504, 'ts': 1788363623.0}, {'market': 'ftsc-nfl-rbmostfp-w1-2026-09-14-jdob', 'side': 'SELL', 'ypd': 1.7819, 'share_pct': 49.751, 'touch': 1.0, 'px': 0.02, 'est_day': 0.0356, 'ts': 1788271387.9}, {'market': 'ftsc-nfl-wrmostfp-2027-01-10-ladmcc', 'side': 'SELL', 'ypd': 1.7819, 'share_pct': 49.751, 'touch': 1.0, 'px': 0.02, 'est_day': 0.0356, 'ts': 1788286769.2}, {'market': 'ftsc-nfl-dstmostfp-w1-2026-09-14-sf', 'side': 'SELL', 'ypd': 1.6242, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.065, 'ts': 1788355277.3}, {'market': 'ftsc-nfl-temostfp-2027-01-10-gunhel', 'side': 'SELL', 'ypd': 1.5476, 'share_pct': 47.17, 'touch': 1.1, 'px': 0.02, 'est_day': 0.031, 'ts': 1788554310.7}]",1788975049.7
72,ranked,cul/movies/ccrc,317,634,381,27,80,0.0019,0.027,0.122,820.0,0.0001,"[{'market': 'ccrc-ntflx-1movglbl-2026-09-08-grathe', 'side': 'SELL', 'ypd': 0.829, 'share_pct': 11.705, 'touch': 6.0, 'px': 0.01, 'est_day': 0.0083, 'ts': 1788613694.2}, {'market': 'ccrc-ntflx-1movglbl-2026-09-08-2012', 'side': 'SELL', 'ypd': 0.1655, 'share_pct': 4.673, 'touch': 6.4, 'px': 0.02, 'est_day': 0.0033, 'ts': 1788594475.7}, {'market': 'ccrc-ntflx-1movus-2026-09-08-angbir', 'side': 'SELL', 'ypd': 0.0728, 'share_pct': 1.028, 'touch': 95.2, 'px': 0.01, 'est_day': 0.0007, 'ts': 1788554671.1}, {'market': 'ccrc-ntflx-1movus-2026-09-08-grathe', 'side': 'SELL', 'ypd': 0.0451, 'share_pct': 0.637, 'touch': 0.0, 'px': 0.01, 'est_day': 0.0005, 'ts': 1788587863.9}, {'market': 'ccrc-ntflx-1movus-2026-09-08-unttes', 'side': 'SELL', 'ypd': 0.0118, 'share_pct': 0.166, 'touch': 600.0, 'px': 0.01, 'est_day': 0.0001, 'ts': 1788625536.2}]",1788628279.8
73,ranked,spr/baseball/asc,310,620,504,30,80,0.0018,0.012,0.66,136.0,0.0009,"[{'market': 'asc-mlb-cws-hou-2026-09-02-neg-2pt5', 'side': 'SELL', 'ypd': 4.5455, 'share_pct': 80.0, 'touch': 0.2, 'px': 0.03, 'est_day': 0.1364, 'ts': 1788266227.8}, {'market': 'asc-mlb-det-cle-2026-09-05-neg-2pt5', 'side': 'SELL', 'ypd': 1.3097, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.105, 'est_day': 0.1375, 'ts': 1788434164.0}, {'market': 'asc-mlb-az-hou-2026-09-05-neg-2pt5', 'side': 'SELL', 'ypd': 1.2193, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.105, 'est_day': 0.128, 'ts': 1788548536.3}, {'market': 'asc-mlb-min-cws-2026-09-06-neg-2pt5', 'side': 'SELL', 'ypd': 1.0776, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.06, 'est_day': 0.0647, 'ts': 1788528284.6}, {'market': 'asc-mlb-wsh-lad-2026-09-05-neg-2pt5', 'side': 'SELL', 'ypd': 1.0522, 'share_pct': 49.493, 'touch': 1.0, 'px': 0.07, 'est_day': 0.0737, 'ts': 1788483169.9}]",1788629020.5
74,ranked,spr/soccer/atc,316,632,547,2,80,0.0018,0.001,0.028,1202.0,0.0006,"[{'market': 'atc-lgscup-tol-mon-2026-09-06-exact-score-2-3', 'side': 'SELL', 'ypd': 0.1219, 'share_pct': 43.478, 'touch': 1.0, 'px': 0.15, 'est_day': 0.0183, 'ts': 1788570010.3}, {'market': 'atc-lgscup-tol-leo-2026-09-02-sh-draw', 'side': 'BUY', 'ypd': 0.1027, 'share_pct': 95.238, 'touch': 0.1, 'px': 0.39, 'est_day': 0.04, 'ts': 1788243013.9}, {'market': 'atc-lal-rma-ray-2026-09-12-ray', 'side': 'SELL', 'ypd': 0.0886, 'share_pct': 0.186, 'touch': 101.9, 'px': 0.07, 'est_day': 0.0062, 'ts': 1788615545.6}, {'market': 'atc-lal-val-fcb-2026-09-06-val', 'side': 'SELL', 'ypd': 0.0784, 'share_pct': 0.138, 'touch': 100.0, 'px': 0.08, 'est_day': 0.0063, 'ts': 1788266467.8}, {'market': 'atc-lmx-ame-tij-2026-09-05-tij', 'side': 'BUY', 'ypd': 0.0634, 'share_pct': 0.205, 'touch': 276.5, 'px': 0.18, 'est_day': 0.0114, 'ts': 1788562711.3}]",1788629329.5
75,ranked,pntcs-ucl,13,26,14,0,14,0.0018,0.063,0.44,0.0,0.0001,"[{'market': 'pntcs-ucl-jalvar-2026-10-02-rma', 'side': 'SELL', 'ypd': 1.246, 'share_pct': 88.32, 'touch': 0.1, 'px': 0.02, 'est_day': 0.0249, 'ts': 1788264727.8}, {'market': 'pntcs-ucl-jalvar-2026-10-02-mnc', 'side': 'SELL', 'ypd': 0.6413, 'share_pct': 90.904, 'touch': 0.1, 'px': 0.04, 'est_day': 0.0257, 'ts': 1788273488.2}, {'market': 'pntcs-ucl-jalvar-2026-10-02-fcb', 'side': 'SELL', 'ypd': 0.32, 'share_pct': 90.721, 'touch': 0.1, 'px': 0.08, 'est_day': 0.0256, 'ts': 1788277208.5}, {'market': 'pntcs-ucl-flobal-2026-09-02-tot', 'side': 'BUY', 'ypd': 0.0754, 'share_pct': 90.909, 'touch': 0.1, 'px': 0.34, 'est_day': 0.0257, 'ts': 1788278471.0}, {'market': 'pntcs-ucl-enzfer-2026-09-02-cfc', 'side': 'BUY', 'ypd': 0.0466, 'share_pct': 90.909, 'touch': 0.1, 'px': 0.55, 'est_day': 0.0257, 'ts': 1788272228.1}]",1788278471.0
76,ranked,pol/frapol/ewc,434,868,846,0,80,0.0017,0.033,0.155,478.0,0.0001,"[{'market': 'ewc-pres-fra-2027-04-11-domvil', 'side': 'SELL', 'ypd': 0.5807, 'share_pct': 33.311, 'touch': 2.0, 'px': 0.03, 'est_day': 0.0174, 'ts': 1788972932.6}, {'market': 'ewc-pres-fra-2027-04-11-jeamel', 'side': 'SELL', 'ypd': 0.1032, 'share_pct': 18.57, 'touch': 2.0, 'px': 0.09, 'est_day': 0.0093, 'ts': 1788923625.9}, {'market': 'ewc-pres-fra-2027-04-11-rapglu', 'side': 'SELL', 'ypd': 0.0481, 'share_pct': 7.691, 'touch': 12.0, 'px': 0.08, 'est_day': 0.0038, 'ts': 1788927419.9}, {'market': 'ewc-pres-fra-2027-04-11-edophi', 'side': 'SELL', 'ypd': 0.0341, 'share_pct': 16.194, 'touch': 4.0, 'px': 0.23, 'est_day': 0.0078, 'ts': 1788997067.8}, {'market': 'ewc-pres-fra-2027-04-11-jorbar', 'side': 'SELL', 'ypd': 0.0035, 'share_pct': 0.291, 'touch': 245.0, 'px': 0.04, 'est_day': 0.0001, 'ts': 1789001734.8}]",1789001734.8
77,ranked,pol/uspres/pintc,422,844,818,0,80,0.0016,0.031,0.87,98.0,0.0005,"[{'market': 'pintc-meet-trump-2026-12-31-kimkar', 'side': 'SELL', 'ypd': 0.0939, 'share_pct': 33.317, 'touch': 2.0, 'px': 0.17, 'est_day': 0.016, 'ts': 1788822984.3}, {'market': 'pintc-meet-trump-2026-12-31-vlaput', 'side': 'SELL', 'ypd': 0.0568, 'share_pct': 49.776, 'touch': 1.0, 'px': 0.42, 'est_day': 0.0238, 'ts': 1788824768.4}, {'market': 'pintc-meet-trump-2026-12-31-zohmam', 'side': 'SELL', 'ypd': 0.045, 'share_pct': 45.045, 'touch': 1.0, 'px': 0.5, 'est_day': 0.0225, 'ts': 1788925580.4}, {'market': 'pintc-meet-trump-2026-12-31-talswi', 'side': 'SELL', 'ypd': 0.0004, 'share_pct': 0.107, 'touch': 933.0, 'px': 0.13, 'est_day': 0.0001, 'ts': 1789001934.2}, {'market': 'pintc-meet-trump-2026-12-31-leoxiv', 'side': 'SELL', 'ypd': 0.0003, 'share_pct': 0.108, 'touch': 927.0, 'px': 0.15, 'est_day': 0.0001, 'ts': 1788997271.6}]",1789001934.2
78,ranked,spr/esports/aec,295,590,528,49,80,0.0016,0.004,0.169,160.0,0.0007,"[{'market': 'aec-cs2-biga-bdl-2026-09-07', 'side': 'SELL', 'ypd': 3.2741, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.14, 'est_day': 0.4584, 'ts': 1788586582.3}, {'market': 'aec-dota2-z10-pips4-2026-09-04', 'side': 'SELL', 'ypd': 0.5413, 'share_pct': 15.244, 'touch': 5.6, 'px': 0.11, 'est_day': 0.0595, 'ts': 1788459411.8}, {'market': 'aec-cs2-lph-mor-2026-09-05', 'side': 'SELL', 'ypd': 0.4227, 'share_pct': 28.169, 'touch': 2.5, 'px': 0.28, 'est_day': 0.1184, 'ts': 1788542922.5}, {'market': 'aec-cs2-dnt-wbta-2026-09-02', 'side': 'SELL', 'ypd': 0.292, 'share_pct': 16.656, 'touch': 5.0, 'px': 0.31, 'est_day': 0.0905, 'ts': 1788315632.1}, {'market': 'aec-dota2-lvlup-lynx-2026-09-02', 'side': 'SELL', 'ypd': 0.2137, 'share_pct': 33.333, 'touch': 2.0, 'px': 0.6, 'est_day': 0.1282, 'ts': 1788528404.6}]",1788629149.5
79,ranked,pol/uslegislat/lawec,27,54,46,0,44,0.0015,0.001,0.01,9979.0,0.0001,"[{'market': 'lawec-saveact-2026-12-31', 'side': 'SELL', 'ypd': 0.0032, 'share_pct': 0.024, 'touch': 4026.7, 'px': 0.08, 'est_day': 0.0003, 'ts': 1788815582.7}, {'market': 'lawec-saveact-2026-08-31', 'side': 'SELL', 'ypd': 0.0011, 'share_pct': 0.001, 'touch': 100916.0, 'px': 0.01, 'est_day': 0.0, 'ts': 1788290009.4}]",1788815582.7
80,ranked,spr/baseball/astatc,195,390,311,125,80,0.0015,0.008,0.159,225.0,0.0003,"[{'market': 'astatc-mlb-sf-pit-2026-09-02-hrr-rafdev-gte6', 'side': 'SELL', 'ypd': 1.5159, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.07, 'est_day': 0.1061, 'ts': 1788375295.3}, {'market': 'astatc-mlb-det-cle-2026-09-04-dh1-xi', 'side': 'SELL', 'ypd': 0.1564, 'share_pct': 1.615, 'touch': 45.0, 'px': 0.11, 'est_day': 0.0172, 'ts': 1788413934.5}, {'market': 'astatc-mlb-sf-pit-2026-09-01-k-pauske-gte8', 'side': 'SELL', 'ypd': 0.0561, 'share_pct': 4.056, 'touch': 0.1, 'px': 0.27, 'est_day': 0.0151, 'ts': 1788264967.8}, {'market': 'astatc-mlb-tb-tex-2026-09-03-hr-ezedur-gte2', 'side': 'SELL', 'ypd': 0.0524, 'share_pct': 0.143, 'touch': 700.0, 'px': 0.02, 'est_day': 0.001, 'ts': 1788421365.8}, {'market': 'astatc-mlb-sf-nym-2026-09-05-hrr-juasot-gte6', 'side': 'SELL', 'ypd': 0.0167, 'share_pct': 3.846, 'touch': 25.0, 'px': 0.28, 'est_day': 0.0047, 'ts': 1788626909.6}]",1788629020.5
81,ranked,pol/uscongress/lawec,36,72,71,0,69,0.0014,0.026,0.553,165.0,0.0003,"[{'market': 'lawec-cryptoleg-2026-12-31', 'side': 'SELL', 'ypd': 0.0018, 'share_pct': 0.748, 'touch': 132.7, 'px': 0.21, 'est_day': 0.0004, 'ts': 1788925580.4}]",1788925580.4
82,ranked,cul/awd/tpoyc,459,918,900,0,80,0.0013,0.017,0.135,552.0,0.0001,"[{'market': 'tpoyc-2026-mojkha', 'side': 'SELL', 'ypd': 0.0949, 'share_pct': 6.701, 'touch': 9.3, 'px': 0.05, 'est_day': 0.0047, 'ts': 1788594475.7}, {'market': 'tpoyc-2026-jerpow', 'side': 'SELL', 'ypd': 0.0585, 'share_pct': 1.268, 'touch': 52.1, 'px': 0.02, 'est_day': 0.0012, 'ts': 1788927119.8}, {'market': 'tpoyc-2026-tayswi', 'side': 'SELL', 'ypd': 0.0507, 'share_pct': 1.891, 'touch': 51.9, 'px': 0.03, 'est_day': 0.0015, 'ts': 1788848819.4}, {'market': 'tpoyc-2026-bennet', 'side': 'SELL', 'ypd': 0.0304, 'share_pct': 2.576, 'touch': 1.0, 'px': 0.06, 'est_day': 0.0018, 'ts': 1788829742.3}, {'market': 'tpoyc-2026-marrub', 'side': 'SELL', 'ypd': 0.0251, 'share_pct': 1.25, 'touch': 79.0, 'px': 0.04, 'est_day': 0.001, 'ts': 1788869192.7}]",1789001201.4
83,ranked,pol/brapol/ewc,438,876,823,0,80,0.0012,0.023,0.072,1258.0,0.0,"[{'market': 'ewc-pres-bra-2026-10-04-augcur', 'side': 'SELL', 'ypd': 0.0081, 'share_pct': 0.288, 'touch': 346.0, 'px': 0.02, 'est_day': 0.0002, 'ts': 1788626650.6}, {'market': 'ewc-pres-bra-2026-10-04-luisil', 'side': 'SELL', 'ypd': 0.0054, 'share_pct': 6.248, 'touch': 15.0, 'px': 0.56, 'est_day': 0.003, 'ts': 1789001734.8}, {'market': 'ewc-pres-bra-2026-10-04-flabol', 'side': 'SELL', 'ypd': 0.0032, 'share_pct': 2.941, 'touch': 33.0, 'px': 0.48, 'est_day': 0.0015, 'ts': 1788974869.7}, {'market': 'ewc-pres-bra-2026-10-04-rensan', 'side': 'SELL', 'ypd': 0.0014, 'share_pct': 0.057, 'touch': 1700.0, 'px': 0.02, 'est_day': 0.0, 'ts': 1788923625.9}, {'market': 'ewc-pres-bra-2026-10-04-roncai', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 0.024, 'touch': 4131.0, 'px': 0.02, 'est_day': 0.0, 'ts': 1788997067.8}]",1789001734.8
84,ranked,asc-bun,121,242,153,0,80,0.0011,0.025,0.662,72.0,0.0003,"[{'market': 'asc-bun-rbl-hsv-2026-09-13-fh-neg-2pt5', 'side': 'SELL', 'ypd': 1.0933, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0437, 'ts': 1788868709.8}, {'market': 'asc-bun-mai-fra-2026-09-12-sh-neg-1pt5', 'side': 'SELL', 'ypd': 1.0907, 'share_pct': 99.002, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0436, 'ts': 1788922816.7}, {'market': 'asc-bun-bvb-scp-2026-09-12-sh-neg-1pt5', 'side': 'SELL', 'ypd': 1.0476, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0419, 'ts': 1788733592.5}, {'market': 'asc-bun-aug-lev-2026-09-12-neg-2pt5', 'side': 'SELL', 'ypd': 0.9918, 'share_pct': 92.618, 'touch': 0.1, 'px': 0.04, 'est_day': 0.0397, 'ts': 1788903040.5}, {'market': 'asc-bun-koe-bre-2026-09-12-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.8017, 'share_pct': 74.309, 'touch': 0.1, 'px': 0.04, 'est_day': 0.0321, 'ts': 1788754936.9}]",1789000097.2
85,ranked,asc-epl,123,246,139,0,80,0.0011,0.026,0.99,72.0,0.0004,"[{'market': 'asc-epl-lee-new-2026-09-14-fh-neg-1pt5', 'side': 'SELL', 'ypd': 1.0784, 'share_pct': 97.66, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0431, 'ts': 1788867517.4}, {'market': 'asc-epl-bor-bre-2026-09-12-neg-2pt5', 'side': 'SELL', 'ypd': 0.7485, 'share_pct': 67.783, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0299, 'ts': 1788866217.5}, {'market': 'asc-epl-lee-new-2026-09-14-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.5508, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.04, 'est_day': 0.022, 'ts': 1788922877.3}, {'market': 'asc-epl-mnu-mnc-2026-09-13-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.535, 'share_pct': 49.02, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0214, 'ts': 1788994702.7}, {'market': 'asc-epl-bor-bre-2026-09-12-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.5285, 'share_pct': 49.751, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0211, 'ts': 1788740872.3}]",1789000097.2
86,ranked,asc-sea,121,242,136,0,80,0.0011,0.025,0.99,72.0,0.0004,"[{'market': 'asc-sea-tor-rom-2026-09-14-fh-neg-1pt5', 'side': 'SELL', 'ypd': 1.0907, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0436, 'ts': 1788930473.4}, {'market': 'asc-sea-com-par-2026-09-14-sh-neg-1pt5', 'side': 'SELL', 'ypd': 1.0806, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0432, 'ts': 1788994847.1}, {'market': 'asc-sea-gen-fro-2026-09-12-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.6026, 'share_pct': 55.856, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0241, 'ts': 1788770562.7}, {'market': 'asc-sea-ven-fio-2026-09-11-sh-neg-1pt5', 'side': 'SELL', 'ypd': 0.5337, 'share_pct': 48.442, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0213, 'ts': 1788928589.9}, {'market': 'asc-sea-ven-fio-2026-09-11-fh-neg-1pt5', 'side': 'SELL', 'ypd': 0.4762, 'share_pct': 43.128, 'touch': 0.0, 'px': 0.04, 'est_day': 0.019, 'ts': 1788866217.5}]",1789000261.8
87,ranked,tsc-bun,94,188,118,0,80,0.0011,0.025,0.868,87.0,0.0004,"[{'market': 'tsc-bun-elv-fcb-2026-09-13-fh-4pt5', 'side': 'SELL', 'ypd': 1.0465, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0419, 'ts': 1788738888.9}, {'market': 'tsc-bun-scf-bmg-2026-09-12-fh-4pt5', 'side': 'SELL', 'ypd': 0.9127, 'share_pct': 99.009, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0365, 'ts': 1788714861.6}, {'market': 'tsc-bun-hof-stu-2026-09-12-sh-3pt5', 'side': 'SELL', 'ypd': 0.6082, 'share_pct': 98.96, 'touch': 0.0, 'px': 0.06, 'est_day': 0.0365, 'ts': 1788710489.7}, {'market': 'tsc-bun-koe-bre-2026-09-12-sh-4pt5', 'side': 'SELL', 'ypd': 0.5293, 'share_pct': 48.78, 'touch': 1.1, 'px': 0.04, 'est_day': 0.0212, 'ts': 1788823376.9}, {'market': 'tsc-bun-rbl-hsv-2026-09-13-sh-4pt5', 'side': 'SELL', 'ypd': 0.5287, 'share_pct': 48.729, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0211, 'ts': 1788825191.2}]",1789002804.7
88,ranked,spr/soccer/tec,131,262,250,283,80,0.001,0.003,0.017,1992.0,0.0,"[{'market': 'tec-mls-eastconf-2026-12-12-w-nyr', 'side': 'SELL', 'ypd': 0.16, 'share_pct': 0.154, 'touch': 209.3, 'px': 0.02, 'est_day': 0.0032, 'ts': 1788769495.8}, {'market': 'tec-mls-westconf-2026-12-12-w-min', 'side': 'SELL', 'ypd': 0.1177, 'share_pct': 0.396, 'touch': 1.1, 'px': 0.07, 'est_day': 0.0082, 'ts': 1788706274.7}, {'market': 'tec-mls-westconf-2026-12-12-w-rsl', 'side': 'SELL', 'ypd': 0.1105, 'share_pct': 0.106, 'touch': 0.0, 'px': 0.02, 'est_day': 0.0022, 'ts': 1788807243.7}, {'market': 'tec-mls-eastconf-2026-12-12-w-orl', 'side': 'SELL', 'ypd': 0.0942, 'share_pct': 0.09, 'touch': 166.0, 'px': 0.02, 'est_day': 0.0019, 'ts': 1788322424.1}, {'market': 'tec-mls-eastconf-2026-12-12-w-clb', 'side': 'SELL', 'ypd': 0.0743, 'share_pct': 0.071, 'touch': 1159.0, 'px': 0.02, 'est_day': 0.0015, 'ts': 1788819511.3}]",1788929503.0
89,ranked,spr/soccer/astatc,302,604,525,17,80,0.0009,0.013,0.576,150.0,0.0004,"[{'market': 'astatc-lal-esp-sev-2026-09-06-cor-all-gt12pt5', 'side': 'SELL', 'ypd': 0.4239, 'share_pct': 93.98, 'touch': 0.0, 'px': 0.23, 'est_day': 0.0975, 'ts': 1788505572.9}, {'market': 'astatc-lg1-tro-str-2026-09-06-fh-ftts-str', 'side': 'SELL', 'ypd': 0.2097, 'share_pct': 88.948, 'touch': 0.0, 'px': 0.44, 'est_day': 0.0923, 'ts': 1788491455.3}, {'market': 'astatc-epl-bre-sun-2026-09-05-g-eplwilisi-gte1', 'side': 'BUY', 'ypd': 0.121, 'share_pct': 0.331, 'touch': 9.0, 'px': 0.04, 'est_day': 0.0048, 'ts': 1788593446.9}, {'market': 'astatc-lal-mal-lev-2026-09-06-fh-btts', 'side': 'SELL', 'ypd': 0.0884, 'share_pct': 16.509, 'touch': 5.0, 'px': 0.2, 'est_day': 0.0177, 'ts': 1788297931.3}, {'market': 'astatc-ucl-aek1-lask-2026-09-08-btts', 'side': 'SELL', 'ypd': 0.0586, 'share_pct': 33.333, 'touch': 2.0, 'px': 0.63, 'est_day': 0.0369, 'ts': 1788444302.6}]",1788627214.8
90,ranked,tsc-lal,94,188,112,0,80,0.0009,0.012,0.155,143.0,0.0001,"[{'market': 'tsc-lal-cel-mal-2026-09-13-fh-3pt5', 'side': 'SELL', 'ypd': 1.0535, 'share_pct': 97.087, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0421, 'ts': 1788823437.0}, {'market': 'tsc-lal-elc-rma-2026-09-15-sh-3pt5', 'side': 'SELL', 'ypd': 0.5508, 'share_pct': 49.999, 'touch': 1.0, 'px': 0.04, 'est_day': 0.022, 'ts': 1788926016.5}, {'market': 'tsc-lal-rso-atm-2026-09-13-fh-3pt5', 'side': 'SELL', 'ypd': 0.5348, 'share_pct': 48.544, 'touch': 1.1, 'px': 0.04, 'est_day': 0.0214, 'ts': 1788927922.8}, {'market': 'tsc-lal-rma-ray-2026-09-12-sh-4pt5', 'side': 'SELL', 'ypd': 0.5198, 'share_pct': 47.073, 'touch': 1.1, 'px': 0.04, 'est_day': 0.0208, 'ts': 1788849626.3}, {'market': 'tsc-lal-get-cel-2026-09-07-sh-2pt5', 'side': 'SELL', 'ypd': 0.474, 'share_pct': 98.862, 'touch': 0.0, 'px': 0.09, 'est_day': 0.0427, 'ts': 1788777838.3}]",1789002964.2
91,ranked,spr/mma/aec,327,654,587,4,80,0.0008,0.001,0.055,1217.0,0.0006,"[{'market': 'aec-ufc-ryagan-ozzdia-2026-09-19', 'side': 'SELL', 'ypd': 0.1835, 'share_pct': 6.297, 'touch': 12.0, 'px': 0.78, 'est_day': 0.1431, 'ts': 1788545000.9}, {'market': 'aec-ufc-gigchi-joabri-2026-09-19', 'side': 'SELL', 'ypd': 0.1602, 'share_pct': 1.762, 'touch': 1.1, 'px': 0.25, 'est_day': 0.04, 'ts': 1788548791.2}, {'market': 'aec-ufc-michasw-jooyoo-2026-09-19', 'side': 'SELL', 'ypd': 0.0458, 'share_pct': 0.712, 'touch': 138.8, 'px': 0.37, 'est_day': 0.0169, 'ts': 1788582491.2}, {'market': 'aec-ufc-marver-chajou-2026-09-19', 'side': 'SELL', 'ypd': 0.0183, 'share_pct': 0.274, 'touch': 211.7, 'px': 0.34, 'est_day': 0.0062, 'ts': 1788627154.8}, {'market': 'aec-ufc-edmsha-brufer-2026-09-19', 'side': 'SELL', 'ypd': 0.0157, 'share_pct': 0.381, 'touch': 222.1, 'px': 0.58, 'est_day': 0.0091, 'ts': 1788587615.5}]",1788629269.5
92,ranked,asc-lg1,122,244,139,0,80,0.0008,0.017,0.133,128.0,0.0001,"[{'market': 'asc-lg1-ren-olm-2026-09-11-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.606, 'share_pct': 56.17, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0242, 'ts': 1788778486.8}, {'market': 'asc-lg1-pfc-lyo-2026-09-12-fh-neg-1pt5', 'side': 'SELL', 'ypd': 0.5457, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0218, 'ts': 1788994702.7}, {'market': 'asc-lg1-lil-tro-2026-09-13-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.5406, 'share_pct': 48.959, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0216, 'ts': 1788850273.7}, {'market': 'asc-lg1-aja-ogc-2026-09-12-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.4695, 'share_pct': 44.197, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0188, 'ts': 1788744860.9}, {'market': 'asc-lg1-hac-ang-2026-09-12-fh-neg-1pt5', 'side': 'SELL', 'ypd': 0.3918, 'share_pct': 35.569, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0157, 'ts': 1788924763.9}]",1789000261.8
